date,open,high,low,close,hour,minute,weekday,time_slot,rsi,macd,macd_signal,sma_20,bb_upper,bb_lower,allowed_slot,macd_cross,macd_cross_prev,signal,next_close,pnl,cum_pnl
2015-01-22 15:00:00,8735.65,8757.95,8735.65,8752.3,15,0,3,15:00,56.721311475409166,-2.222484726253242,-3.0350499003065887,8743.015000000001,8755.883693143793,8730.14630685621,True,0.8125651740533466,-0.23063398288936288,1,8755.2,2.900000000001455,-25.94999999999527
2015-01-23 10:20:00,8835.95,8836.25,8819.7,8820.35,10,20,4,10:20,66.18162220425813,24.400341443866637,24.770233127290474,8807.255000000001,8909.938934581482,8704.57106541852,True,-0.3698916834238375,2.5568511935819664,-1,8813.85,6.5,-19.44999999999527
2015-01-23 13:35:00,8821.35,8822.5,8808.7,8809.8,13,35,4,13:35,47.568988173456034,2.424568356589589,2.7142163811868047,8815.2625,8825.51976315595,8805.005236844052,True,-0.28964802459721595,0.6159541537010824,-1,8810.05,-0.25,-19.69999999999527
2015-01-23 14:40:00,8828.85,8828.85,8822.4,8822.4,14,40,4,14:40,51.0602205258693,3.387828382297812,3.7357358410871884,8823.560000000001,8837.37869824316,8809.741301756843,True,-0.34790745878937646,0.14749176078371562,-1,8827.15,-4.75,-24.44999999999527
2015-01-27 09:30:00,8849.0,8854.7,8846.4,8846.55,9,30,1,09:30,61.668681983070805,4.28122192585397,4.053338693113807,8831.175,8845.119306518945,8817.230693481053,True,0.22788323274016253,-0.7788627300740316,1,8846.4,-0.1499999999996362,-24.599999999994907
2015-01-27 14:15:00,8850.8,8860.25,8850.55,8859.7,14,15,1,14:15,61.35593220339036,3.1302904789754393,2.639235643454599,8848.4075,8862.066939577064,8834.748060422935,True,0.49105483552084017,-0.010524867584996489,1,8861.2,1.5,-23.099999999994907
2015-01-28 09:40:00,8904.0,8908.2,8889.95,8889.95,9,40,2,09:40,56.90607734806634,13.408136503763671,14.624394678319518,8889.845000000001,8934.09761098556,8845.592389014442,True,-1.216258174555847,0.5151909568419732,-1,8901.7,-11.75,-34.84999999999491
2015-01-29 09:35:00,8863.2,8870.95,8861.65,8865.3,9,35,3,09:35,39.226519337016384,-7.758882533318683,-6.010577364059813,8896.94,8931.24216503966,8862.63783496034,True,-1.7483051692588703,0.1120861218021032,-1,8872.95,-7.650000000001455,-42.49999999999636
2015-01-29 13:30:00,8885.0,8893.85,8883.9,8891.0,13,30,3,13:30,54.61624026696338,-0.005732945915951859,-0.29522415722763545,8886.5625,8899.064284086831,8874.060715913169,True,0.2894912113116836,-0.3254870634771633,1,8901.4,10.399999999999636,-32.099999999996726
2015-01-29 14:45:00,8888.15,8893.45,8886.45,8891.55,14,45,3,14:45,42.47517188693619,0.4247503386159224,0.18418970792532047,8887.2225,8902.435357272927,8872.009642727073,True,0.2405606306906019,-0.12530162748698231,1,8888.8,-2.75,-34.849999999996726
2015-01-30 09:50:00,8923.55,8933.2,8918.95,8926.55,9,50,4,09:50,66.4685908319183,13.048423623173221,14.05891601140959,8919.78,8983.960357710786,8855.599642289215,True,-1.0104923882363686,0.4275243756180451,-1,8925.5,1.0499999999992724,-33.79999999999745
2015-01-30 14:10:00,8808.95,8813.0,8798.55,8799.1,14,10,4,14:10,31.518481518481252,-9.75887040055386,-8.157919157638354,8834.215,8857.580338703316,8810.849661296685,True,-1.6009512429155066,0.30944993275802535,-1,8799.15,-0.049999999999272404,-33.849999999996726
2015-01-30 15:00:00,8796.95,8823.75,8796.25,8806.8,15,0,4,15:00,33.2728098048114,-12.270382954102388,-13.006392699280944,8815.695000000002,8859.206376613773,8772.18362338623,True,0.7360097451785563,-0.2142709218666461,1,8809.1,2.3000000000010914,-31.549999999995634
2015-02-02 09:35:00,8781.3,8793.1,8773.65,8774.35,9,35,0,09:35,46.16044616044678,-10.221079917591851,-9.848446748163457,8801.6375,8828.611012838062,8774.663987161939,True,-0.37263316942839353,1.3061465575684181,-1,8787.1,-12.75,-44.299999999995634
2015-02-02 09:50:00,8789.05,8795.6,8780.35,8795.45,9,50,0,09:50,44.17009602194818,-9.64758874297695,-9.96348232168423,8798.095,8820.634133222105,8775.555866777893,True,0.3158935787072803,-0.274171763111978,1,8797.8,2.349999999998545,-41.94999999999709
2015-02-02 14:30:00,8802.3,8806.95,8793.35,8793.35,14,30,0,14:30,58.68064433648721,9.295684067472394,10.500336915861912,8796.657500000001,8854.197255364943,8739.11774463506,True,-1.204652848389518,0.5654732296632652,-1,8787.8,5.550000000001091,-36.399999999996
2015-02-03 09:30:00,8818.35,8826.2,8813.7,8823.4,9,30,1,09:30,56.90544412607379,3.711547622753642,2.7453379595446883,8802.4875,8834.387935157645,8770.587064842353,True,0.9662096632089536,-0.8061068678819341,1,8824.9,1.5,-34.899999999996
2015-02-03 10:00:00,8803.35,8807.8,8798.2,8802.4,10,0,1,10:00,63.77858002406651,4.737034167033926,4.931507984846052,8800.5375,8827.647487964912,8773.427512035089,True,-0.19447381781212592,0.6575051943400201,-1,8803.0,-0.6000000000003638,-35.49999999999636
2015-02-04 14:15:00,8759.4,8763.6,8754.15,8760.95,14,15,2,14:15,46.32495164410134,2.7833364245107077,2.798231138176918,8758.939999999999,8772.570754702918,8745.30924529708,True,-0.014894713666210091,0.15960123811647442,-1,8764.85,-3.899999999999636,-39.399999999996
2015-02-05 09:50:00,8741.2,8743.45,8734.65,8738.35,9,50,3,09:50,36.977823620422996,-6.045034192844469,-6.27253160923039,8744.4075,8779.950865286308,8708.86413471369,True,0.2274974163859218,-0.2949702945673849,1,8740.95,2.600000000000364,-36.799999999995634
2015-02-05 14:35:00,8820.0,8820.0,8803.15,8805.15,14,35,3,14:35,49.22252010723822,14.1896787707974,15.436181915522031,8805.095,8845.964070792683,8764.225929207316,True,-1.246503144724631,0.3756328855769411,-1,8793.2,11.949999999998909,-24.849999999996726
2015-02-10 09:35:00,8551.55,8564.55,8544.95,8564.55,9,35,1,09:35,51.315301963689976,-8.25740143929761,-9.833398873865969,8549.0625,8581.772934116334,8516.352065883666,True,1.5759974345683592,-0.8038615010915962,1,8581.1,16.55000000000109,-8.299999999995634
2015-02-10 14:35:00,8518.1,8546.25,8514.3,8545.6,14,35,1,14:35,46.831086894178625,-18.369725694883527,-19.364940467722082,8537.085000000001,8598.037778098893,8476.132221901109,True,0.9952147728385548,-2.560428032746085,1,8542.1,-3.5,-11.799999999995634
2015-02-11 15:05:00,8634.35,8634.75,8618.0,8626.65,15,5,2,15:05,52.83483976992513,3.728555792951738,4.310645531563044,8629.177500000002,8646.563624990613,8611.79137500939,True,-0.5820897386113062,0.26998480640642875,-1,8624.05,2.600000000000364,-9.19999999999527
2015-02-12 09:40:00,8638.3,8643.15,8636.85,8642.7,9,40,3,09:40,59.88960441582297,3.0978512596302608,2.863473793971501,8633.7125,8646.644991723933,8620.780008276066,True,0.23437746565875983,-0.26642347034467484,1,8640.15,-2.5500000000010914,-11.749999999996362
2015-02-13 10:10:00,8754.85,8757.85,8750.2,8754.4,10,10,4,10:10,79.52898550724501,28.727753356644826,29.058697260139333,8725.914999999999,8793.82415061269,8658.005849387308,True,-0.3309439034945072,0.868013329110692,-1,8757.75,-3.350000000000364,-15.099999999996726
2015-02-13 14:25:00,8795.75,8806.8,8795.75,8801.5,14,25,4,14:25,66.08231707317091,8.045573091929327,7.935145670200349,8787.2575,8801.459103878873,8773.055896121126,True,0.11042742172897846,-0.2864489073613905,1,8800.6,-0.8999999999996362,-15.999999999996362
2015-02-16 15:00:00,8843.5,8846.45,8828.25,8828.25,15,0,0,15:00,42.50334672021377,1.5832085840775107,2.363583305973005,8837.890000000001,8851.502324141251,8824.277675858752,True,-0.7803747218954942,0.23271399022705985,-1,8815.05,13.200000000000728,-2.7999999999956344
2015-02-18 09:40:00,8834.85,8839.05,8829.2,8831.8,9,40,2,09:40,41.54727793696216,-3.0639035187050467,-3.2106064421973484,8831.285,8862.120200324502,8800.449799675498,True,0.14670292349230163,-0.6716655302692307,1,8834.3,2.5,-0.2999999999956344
2015-02-18 15:05:00,8872.45,8874.55,8865.5,8870.6,15,5,2,15:05,55.6094602789569,7.4444832534554735,7.545070860513386,8867.2625,8898.518368924315,8836.006631075687,True,-0.10058760705791236,0.9115502315390387,-1,8870.25,0.3500000000003638,0.05000000000472937
2015-02-19 09:40:00,8883.9,8891.75,8883.5,8890.3,9,40,3,09:40,54.87499999999955,5.681826038611689,5.322322148975461,8875.3925,8894.983482756683,8855.801517243317,True,0.3595038896362279,-0.49798968768012397,1,8893.4,3.100000000000364,3.150000000005093
2015-02-19 14:30:00,8826.2,8836.8,8824.9,8832.45,14,30,3,14:30,47.984644913628145,-5.2399764553028945,-5.760604481604377,8827.52,8851.554632908608,8803.485367091393,True,0.5206280263014822,-0.7162621996442926,1,8828.05,-4.400000000001455,-1.249999999996362
2015-02-20 09:35:00,8838.95,8842.25,8816.5,8827.65,9,35,4,09:35,50.36325895173835,9.594352596863246,10.99538938072193,8849.7775,8921.48299032124,8778.07200967876,True,-1.4010367838586841,2.7319678679603925,-1,8823.95,3.6999999999989086,2.4500000000025466
2015-02-20 13:50:00,8868.1,8871.2,8859.8,8864.5,13,50,4,13:50,54.83434753211612,4.059950994620522,4.5402693401201075,8866.2425,8884.884480781904,8847.600519218096,True,-0.48031834549958585,0.364046028279831,-1,8838.1,26.399999999999636,28.850000000002183
2015-02-23 09:40:00,8857.4,8864.75,8857.25,8864.1,9,40,0,09:40,50.15216068167985,-4.11749738789149,-5.4967631864053415,8851.9625,8880.89976199354,8823.02523800646,True,1.3792657985138517,-0.2821841592588843,1,8866.6,2.5,31.350000000002183
2015-02-24 09:30:00,8761.85,8766.6,8754.15,8766.3,9,30,1,09:30,45.85612116112746,-18.99054720103959,-19.929745361937492,8769.845000000001,8813.030071739568,8726.659928260435,True,0.9391981608979023,-0.8030494578466971,1,8765.55,-0.75,30.600000000002183
2015-02-24 14:15:00,8774.7,8775.7,8760.2,8760.2,14,15,1,14:15,53.99473222124688,4.853028148028898,5.284546217987967,8769.817500000001,8801.89947190248,8737.735528097523,True,-0.4315180699590693,1.5196735002425008,-1,8763.75,-3.5499999999992724,27.05000000000291
2015-02-26 09:35:00,8749.1,8751.0,8739.95,8742.4,9,35,3,09:35,30.663856691252377,-12.609905668106876,-11.78969679850657,8767.575,8788.05442485045,8747.095575149551,True,-0.8202088696003056,0.005633123463502088,-1,8736.6,5.799999999999272,32.85000000000218
2015-02-26 10:00:00,8748.2,8751.3,8745.6,8747.4,10,0,3,10:00,45.39516655780449,-12.75846375994115,-12.856901601581567,8759.295,8783.834332554192,8734.755667445808,True,0.09843784164041658,-0.37613392106958443,1,8748.45,1.0500000000010914,33.900000000003274
2015-02-26 13:30:00,8722.25,8723.65,8710.1,8710.9,13,30,3,13:30,32.406859846245425,-7.275524856111588,-6.796737278274454,8728.704999999998,8749.27298483322,8708.137015166776,True,-0.4787875778371333,0.09116745091587752,-1,8693.05,17.850000000000364,51.75000000000364
2015-02-26 14:10:00,8708.35,8711.95,8704.4,8708.4,14,10,3,14:10,45.283018867924845,-10.127685866922548,-10.691992352924837,8711.5625,8741.501998204398,8681.623001795602,True,0.5643064860022893,-0.43361691790399703,1,8708.1,-0.2999999999992724,51.450000000004366
2015-02-26 15:00:00,8698.75,8712.25,8678.15,8678.15,15,0,3,15:00,44.096178617432415,-5.719362341222222,-4.897144944764542,8705.4075,8733.039523281435,8677.775476718563,True,-0.8222173964576802,1.3598357132539958,-1,8676.85,1.2999999999992724,52.75000000000364
2015-02-27 09:30:00,8738.25,8746.65,8731.8,8735.25,9,30,4,09:30,56.98433420365528,-4.832069280435462,-7.018942268348615,8703.45,8737.76893753868,8669.131062461322,True,2.186872987913153,-1.1674632133929723,1,8739.65,4.399999999999636,57.150000000003274
2015-02-27 14:10:00,8818.65,8821.1,8812.45,8815.6,14,10,4,14:10,72.43667068757543,14.803246074925482,15.136227913777246,8799.4125,8835.941851934142,8762.88314806586,True,-0.33298183885176336,0.13175003060888812,-1,8810.05,5.550000000001091,62.700000000004366
2015-02-27 15:00:00,8829.65,8842.75,8829.65,8842.15,15,0,4,15:00,63.65384615384569,11.424424912693212,11.243397778251547,8815.3,8834.555211190494,8796.044788809504,True,0.18102713444166518,-1.1711705919961108,1,8843.7,1.5500000000010914,64.25000000000546
2015-03-03 09:50:00,8957.7,8958.45,8946.4,8946.85,9,50,1,09:50,54.844524560612854,9.661576664169843,10.038476611756908,8944.04,8975.118637104873,8912.961362895128,True,-0.3768999475870647,0.684436204029975,-1,8946.35,0.5,64.75000000000546
2015-03-03 14:30:00,8985.2,8986.55,8978.45,8981.5,14,30,1,14:30,53.83959044368562,4.58783202981067,4.627349888927149,8977.2975,8989.134883916133,8965.460116083868,True,-0.039517859116479315,0.010124178402994843,-1,8983.4,-1.8999999999996362,62.85000000000582
2015-03-03 14:35:00,8983.0,8985.7,8981.05,8983.4,14,35,1,14:35,54.954204829307606,4.640482339635128,4.629976379068745,8977.689999999999,8989.80083030223,8965.579169697767,True,0.0105059605663822,-0.039517859116479315,1,8984.9,1.5,64.35000000000582
2015-03-04 14:10:00,9038.9,9041.9,9024.25,9024.65,14,10,2,14:10,30.27744270205058,-2.0441463107581512,-0.6623870168735797,9046.2125,9061.344893802028,9031.080106197971,True,-1.3817592938845715,0.08548717857497456,-1,9023.25,1.3999999999996362,65.75000000000546
2015-03-05 09:40:00,8930.25,8936.9,8922.6,8923.65,9,40,3,09:40,34.986225895316736,-28.66791679888047,-29.292294104223195,8956.490000000002,9045.416460451925,8867.563539548079,True,0.6243773053427262,-0.2206396835047464,1,8921.2,-2.4499999999989086,63.30000000000655
2015-03-09 09:30:00,8828.9,8838.1,8822.85,8830.55,9,30,0,09:30,34.658264663111794,3.7141582262793236,7.361775274325082,8911.109999999999,8962.203110052396,8860.016889947601,True,-3.647617048045759,3.8815098865576605,-1,8811.75,18.799999999999272,82.10000000000582
2015-03-10 10:00:00,8751.85,8754.35,8747.6,8751.6,10,0,1,10:00,42.4242424242423,-10.445848708402991,-10.823855767830825,8761.0825,8790.073937485486,8732.091062514515,True,0.3780070594278335,-0.2061638173873721,1,8741.7,-9.899999999999636,72.20000000000618
2015-03-10 15:05:00,8688.9,8719.8,8687.25,8719.2,15,5,1,15:05,56.91158156911637,-11.395763658212672,-13.568320574414942,8704.2275,8735.373159072506,8673.081840927496,True,2.1725569162022698,-0.13948735938360812,1,8717.3,-1.9000000000014552,70.30000000000473
2015-03-12 09:30:00,8766.85,8773.2,8759.9,8764.7,9,30,3,09:30,54.04172099087397,-0.15874395083119452,-0.7013965934742065,8722.647500000001,8760.924708762353,8684.370291237648,True,0.5426526426430119,-4.080913875689741,1,8761.35,-3.350000000000364,66.95000000000437
2015-03-12 14:20:00,8751.8,8756.65,8749.05,8751.9,14,20,3,14:20,46.99507389162486,0.37774302882644406,0.6007834373168874,8755.975,8766.154571912133,8745.795428087868,True,-0.22304040849044338,0.23372941346775478,-1,8755.45,-3.5500000000010914,63.400000000003274
2015-03-12 14:30:00,8753.75,8761.15,8751.2,8761.15,14,30,3,14:30,56.87499999999836,0.6107604606459063,0.5474653903050211,8755.77,8765.817696782353,8745.722303217648,True,0.06329507034088522,-0.2765672583883507,1,8762.0,0.8500000000003638,64.25000000000364
2015-03-12 14:55:00,8756.85,8761.7,8753.55,8756.7,14,55,3,14:55,51.24378109452728,0.888443839367028,0.9486972801407085,8757.2425,8767.955319428303,8746.529680571697,True,-0.060253440773680556,0.18002014894207807,-1,8767.6,-10.899999999999636,53.350000000004
2015-03-12 15:00:00,8756.7,8774.1,8756.3,8767.6,15,0,3,15:00,60.82987551867278,1.5477844758825086,1.0685147192890687,8757.95,8769.448420948715,8746.451579051287,True,0.47926975659343984,-0.060253440773680556,1,8774.2,6.600000000000364,59.950000000004366
2015-03-13 10:05:00,8791.4,8791.6,8730.6,8737.3,10,5,4,10:05,43.371715382343986,5.83287974653831,7.32601761745086,8772.567500000001,8810.61536839724,8734.519631602761,True,-1.49313787091255,2.7612545468034018,-1,8750.75,-13.450000000000728,46.50000000000364
2015-03-13 14:50:00,8653.3,8663.2,8653.3,8657.75,14,50,4,14:50,31.03274559193939,-12.022859871483888,-12.393670988718254,8669.632500000002,8707.934310801167,8631.330689198836,True,0.370811117234366,-0.23546357037708354,1,8658.15,0.3999999999996362,46.900000000003274
2015-03-16 09:50:00,8632.8,8634.15,8622.15,8624.75,9,50,0,09:50,30.518345952241532,-11.200479989565792,-10.434201878415278,8649.6575,8669.442350001962,8629.872649998037,True,-0.7662781111505144,0.2258376723964144,-1,8633.15,-8.399999999999636,38.50000000000364
2015-03-16 14:15:00,8622.85,8626.65,8614.35,8626.65,14,15,0,14:15,47.55301794453504,-0.9991608070868097,-0.7496467036637725,8630.825,8640.455789448131,8621.19421055187,True,-0.24951410342303715,0.013333159175394016,-1,8646.95,-20.30000000000109,18.200000000002547
2015-03-16 14:20:00,8626.45,8646.95,8626.2,8646.95,14,20,0,14:20,59.787367104441095,0.37679233081507846,-0.5243588967680024,8631.93,8643.541854202733,8620.318145797268,True,0.9011512275830809,-0.24951410342303715,1,8658.0,11.049999999999272,29.25000000000182
2015-03-16 15:00:00,8641.65,8643.25,8624.35,8627.05,15,0,0,15:00,48.393739703459055,1.2638509733278624,1.907785829796232,8636.9725,8654.914789800561,8619.030210199438,True,-0.6439348564683696,0.37976566558831815,-1,8627.9,-0.8500000000003638,28.400000000001455
2015-03-17 09:30:00,8675.8,8677.4,8670.7,8671.0,9,30,1,09:30,60.299785867237375,3.1617581579503167,1.2596639710307376,8639.06,8661.989149457966,8616.130850542033,True,1.902094186919579,-0.3531683270393686,1,8672.15,1.1499999999996362,29.55000000000109
2015-03-17 14:00:00,8651.25,8656.9,8643.25,8653.55,14,0,1,14:00,38.647959183673024,-12.335858373558949,-12.641940820830193,8661.359999999999,8695.22929365598,8627.490706344017,True,0.306082447271244,-0.5846187413289208,1,8653.4,-0.1499999999996362,29.400000000001455
2015-03-18 09:50:00,8689.55,8693.8,8682.25,8690.6,9,50,2,09:50,63.93620877129414,10.38711776040509,11.062937478197613,8687.215,8754.042287997998,8620.387712002002,True,-0.6758197177925229,0.9216001352529339,-1,8701.25,-10.649999999999636,18.75000000000182
2015-03-19 14:15:00,8743.6,8749.45,8743.6,8746.65,14,15,3,14:15,58.49236641221345,0.05244322540056601,0.002403001618227485,8742.335,8751.754973186285,8732.915026813713,True,0.05004022378233852,-0.2813223187390641,1,8741.7,-4.949999999998909,13.80000000000291
2015-03-19 14:20:00,8746.7,8746.85,8741.25,8741.7,14,20,3,14:20,54.63458110517011,-0.07361035956455453,-0.012799670618328918,8742.2275,8751.62371844926,8732.831281550742,True,-0.06081068894622561,0.05004022378233852,-1,8705.25,36.45000000000073,50.25000000000364
2015-03-20 10:15:00,8597.65,8607.6,8596.45,8603.1,10,15,4,10:15,41.06182795698947,-29.29475165513213,-29.85795531842431,8629.825,8692.854036751582,8566.79596324842,True,0.5632036632921782,-0.4865131081599152,1,8596.4,-6.700000000000728,43.55000000000291
2015-03-20 14:15:00,8583.95,8584.55,8565.55,8566.3,14,15,4,14:15,49.6551724137929,-3.8082731995709764,-2.8971493488327575,8586.9675,8606.026142884302,8567.908857115699,True,-0.9111238507382189,0.5732997851551813,-1,8592.3,-26.0,17.55000000000291
2015-03-20 14:25:00,8591.6,8593.7,8585.3,8587.15,14,25,4,14:25,53.90772128060227,-2.8005622012369713,-2.899451357909658,8587.265,8606.432464213625,8568.097535786374,True,0.0988891566726866,-0.10809719298028808,1,8586.6,-0.5499999999992724,17.000000000003638
2015-03-20 14:45:00,8584.3,8584.4,8574.8,8575.05,14,45,4,14:45,36.61230931088852,-3.1602204152623017,-2.7748790012035767,8587.914999999999,8605.338701345892,8570.491298654106,True,-0.385341414058725,0.2710358087256117,-1,8572.7,2.349999999998545,19.350000000002183
2015-03-23 09:30:00,8594.65,8594.65,8580.2,8581.2,9,30,0,09:30,42.70696452036876,-3.8610563849215396,-4.2773626604113035,8580.6375,8597.938880388023,8563.336119611979,True,0.41630627548976396,-0.11098845057732198,1,8581.1,-0.1000000000003638,19.25000000000182
2015-03-23 09:40:00,8580.45,8580.6,8565.55,8565.55,9,40,0,09:40,37.76873910517093,-4.117090902096606,-4.093789295941672,8578.9075,8595.94356932566,8561.871430674339,True,-0.023301606154934262,0.7575950640334588,-1,8573.25,-7.700000000000728,11.550000000001091
2015-03-23 09:45:00,8565.8,8575.4,8560.15,8573.25,9,45,0,09:45,41.95121951219508,-4.072305164536374,-4.0894924696606125,8578.09,8594.52419413955,8561.65580586045,True,0.017187305124238605,-0.023301606154934262,1,8579.4,6.149999999999636,17.700000000000728
2015-03-23 15:00:00,8551.0,8556.55,8546.95,8556.0,15,0,0,15:00,53.89067524115709,-6.007516020565163,-6.42627369762907,8558.09,8576.811915111643,8539.368084888358,True,0.41875767706390743,-0.0006634181588278665,1,8558.2,2.2000000000007276,19.900000000001455
2015-03-24 14:45:00,8572.75,8575.95,8559.45,8559.45,14,45,1,14:45,51.87723480333766,3.435232358986468,5.598753257631714,8584.7075,8635.178119646862,8534.236880353139,True,-2.1635208986452454,0.8567594604882878,-1,8558.55,0.9000000000014552,20.80000000000291
2015-03-25 09:55:00,8556.95,8557.2,8552.8,8553.55,9,55,2,09:55,46.69282511210683,-7.802513813678161,-8.01056018219794,8564.307499999999,8614.711627600116,8513.903372399882,True,0.20804636851977953,-0.10561589092677792,1,8554.6,1.0500000000010914,21.850000000004002
2015-03-25 14:45:00,8529.75,8530.4,8517.9,8529.4,14,45,2,14:45,48.347107438016266,-1.7547879072917567,-1.7308524464583852,8534.15,8545.157365963847,8523.142634036152,True,-0.023935460833371502,0.41121288244895693,-1,8524.6,4.799999999999272,26.650000000003274
2015-03-25 15:00:00,8532.65,8540.45,8532.65,8537.6,15,0,2,15:00,57.642725598527555,-1.8425170541122498,-1.9469902519986353,8533.672499999999,8545.556610364118,8521.78838963588,True,0.10447319788638554,-0.38305620931552764,1,8526.9,-10.700000000000728,15.950000000002547
2015-03-25 15:05:00,8538.1,8538.75,8526.9,8526.9,15,5,2,15:05,44.2975206611575,-2.272650422910374,-2.012122286180983,8533.872500000001,8545.110334366627,8522.634665633375,True,-0.2605281367293908,0.10447319788638554,-1,8531.95,-5.050000000001091,10.900000000001455
2015-03-27 09:30:00,8379.65,8390.0,8367.25,8369.55,9,30,4,09:30,38.42031029619164,-19.66361604355916,-20.09200130197026,8384.267499999998,8442.191127351502,8326.343872648495,True,0.428385258411101,-0.956147020893205,1,8357.7,-11.849999999998545,-0.9499999999970896
2015-03-30 14:30:00,8463.1,8463.95,8456.45,8460.0,14,30,0,14:30,61.72291296625302,12.596269583818867,12.888982249773768,8450.377499999999,8479.794242015008,8420.960757984989,True,-0.29271266595490175,0.44987297232691326,-1,8458.6,1.3999999999996362,0.4500000000025466
2015-03-31 10:05:00,8515.8,8518.9,8512.6,8516.3,10,5,1,10:05,72.21880762138973,17.364772196659032,17.541738918835353,8495.805,8538.9080454439,8452.7019545561,True,-0.1769667221763207,0.3658749714642582,-1,8513.5,2.7999999999992724,3.250000000001819
2015-04-01 09:40:00,8481.95,8483.6,8471.8,8472.55,9,40,2,09:40,48.02382241472584,-9.676896262582886,-9.385622161874108,8491.2075,8528.178488273365,8454.236511726636,True,-0.2912741007087778,0.3997089708526591,-1,8482.15,-9.600000000000364,-6.349999999998545
2015-04-01 09:50:00,8482.05,8486.05,8479.9,8484.95,9,50,2,09:50,53.2846715328466,-8.85120315025597,-9.280915026628254,8485.779999999999,8504.518432227203,8467.041567772794,True,0.42971187637228425,-0.010883335388861326,1,8482.0,-2.9500000000007276,-9.299999999999272
2015-04-01 14:40:00,8535.95,8547.05,8535.95,8546.05,14,40,2,14:40,60.99825885084097,9.668748318508733,9.609151050901014,8528.565,8547.148838484982,8509.98116151502,True,0.05959726760771922,-0.45360589622945824,1,8545.45,-0.5999999999985448,-9.899999999997817
2015-04-06 09:50:00,8591.35,8591.45,8581.15,8583.0,9,50,0,09:50,71.67155425219984,17.314646166720195,17.69477562084671,8567.34,8614.776068890258,8519.903931109742,True,-0.38012945412651433,0.6263267669416486,-1,8581.15,1.8500000000003638,-8.049999999997453
2015-04-07 09:40:00,8665.85,8670.2,8657.5,8657.65,9,40,1,09:40,60.24038461538391,13.87671097182647,14.202211890579605,8648.2475,8680.05963729194,8616.435362708058,True,-0.3255009187531357,0.6263133566880654,-1,8664.6,-6.950000000000728,-14.999999999998181
2015-04-09 09:50:00,8704.2,8704.25,8682.6,8684.7,9,50,3,09:50,33.28108672936271,-0.5866532024738262,1.647108336340577,8714.4875,8735.39435798039,8693.580642019608,True,-2.233761538814403,0.07432653499512654,-1,8705.6,-20.899999999999636,-35.89999999999782
