EntryDate,TotalTrades,AveragePnL,TotalPnL
2015-08-06,2,-49.40965852803754,-98.81931705607508
2015-08-07,2,-111.78421646445,-223.5684329289
2015-08-10,2,108.8324943088097,217.6649886176194
2015-08-11,2,-70.78317935582706,-141.56635871165412
2015-08-12,1,-170.34969229518504,-170.34969229518504
2015-08-13,2,26.374551765347913,52.74910353069583
2015-08-14,1,-57.266964928302606,-57.266964928302606
2015-08-20,1,74.56696828184512,74.56696828184512
2015-08-21,2,11.19858494319135,22.3971698863827
2015-08-25,1,-252.07641898510758,-252.07641898510758
2015-08-26,2,-76.62494465979438,-153.24988931958876
2015-08-27,2,-90.55139526628747,-181.10279053257494
2015-08-28,1,-203.00833322356573,-203.00833322356573
2015-08-31,2,-96.37661292499241,-192.75322584998483
2015-09-01,2,10.279894173374558,20.559788346749116
2015-09-02,1,117.43651468002103,117.43651468002103
2015-09-03,2,492.6623419361019,985.3246838722038
2015-09-04,2,-50.88848621025534,-101.77697242051067
2015-09-07,1,-61.167307828876126,-61.167307828876126
2015-09-08,2,-18.34299907044425,-36.6859981408885
2015-09-09,1,-109.00255679067863,-109.00255679067863
2015-09-10,2,-82.74855695502855,-165.4971139100571
2015-09-11,2,-149.77127032625847,-299.54254065251695
2015-09-14,1,138.72752286367478,138.72752286367478
2015-09-15,1,109.9919465152823,109.9919465152823
2015-09-16,1,-82.92631223688238,-82.92631223688238
2015-09-21,1,63.94766820699515,63.94766820699515
2015-09-22,1,-77.76222708182097,-77.76222708182097
2015-09-23,1,93.51787339841688,93.51787339841688
2015-09-24,1,75.88427776110598,75.88427776110598
2015-09-29,1,45.88571215331011,45.88571215331011
2015-09-30,2,-90.41227325510948,-180.82454651021897
2015-10-01,2,-317.551849266036,-635.103698532072
2015-10-06,2,-60.86054611880406,-121.72109223760812
2015-10-07,1,-99.74964311022644,-99.74964311022644
2015-10-08,1,163.35503178268976,163.35503178268976
2015-10-09,1,104.34071778293833,104.34071778293833
2015-10-12,2,-18.36046395175308,-36.72092790350616
2015-10-13,2,-60.30776570067157,-120.61553140134313
2015-10-14,2,-57.26638763465415,-114.5327752693083
2015-10-15,1,-91.62134961117496,-91.62134961117496
2015-10-19,1,-64.10788780309854,-64.10788780309854
2015-10-20,2,-98.26895707694365,-196.5379141538873
2015-10-23,1,457.15219366373094,457.15219366373094
2015-10-26,2,-72.93814325867831,-145.87628651735662
2015-10-27,2,-59.091889909236485,-118.18377981847297
2015-10-28,1,254.86544037896093,254.86544037896093
2015-10-29,2,-69.99208955143433,-139.98417910286867
2015-10-30,2,-60.58512456070306,-121.17024912140612
2015-11-02,1,346.6052660754803,346.6052660754803
2015-11-03,1,-76.31841062587752,-76.31841062587752
2015-11-04,2,-72.3067818458504,-144.6135636917008
2015-11-05,1,-54.183759748275165,-54.183759748275165
2015-11-06,2,-108.85080348865372,-217.70160697730745
2015-11-10,1,276.77864958786176,276.77864958786176
2015-11-13,2,-59.36463714557341,-118.72927429114682
2015-11-17,2,-70.74435532962019,-141.48871065924038
2015-11-18,1,-81.66766919975514,-81.66766919975514
2015-11-19,1,-87.77673171376185,-87.77673171376185
2015-11-20,1,-61.77362608900571,-61.77362608900571
2015-11-23,1,-61.44726492138807,-61.44726492138807
2015-11-26,1,153.82625148460272,153.82625148460272
2015-11-27,1,111.62508681449121,111.62508681449121
2015-11-30,2,-65.17085266153215,-130.3417053230643
2015-12-01,2,-127.10170548341101,-254.20341096682202
2015-12-02,1,78.59026714070627,78.59026714070627
2015-12-03,1,530.5250684323975,530.5250684323975
2015-12-04,2,-49.64521420645842,-99.29042841291684
2015-12-07,2,-61.24904180157454,-122.49808360314908
2015-12-08,2,-62.38327313405395,-124.7665462681079
2015-12-10,1,-90.9024354490332,-90.9024354490332
2015-12-11,2,-124.83958552562116,-249.67917105124232
2015-12-14,2,48.316512571701864,96.63302514340373
2015-12-15,2,-66.62630656081114,-133.2526131216223
2015-12-16,1,-77.15683050968147,-77.15683050968147
2015-12-17,1,-79.94810701143878,-79.94810701143878
2015-12-18,2,-63.03108966681504,-126.06217933363008
2015-12-21,1,211.48715271099346,211.48715271099346
2015-12-23,1,-67.29659831540222,-67.29659831540222
2015-12-24,1,445.1599410196642,445.1599410196642
2015-12-28,1,-70.34230784976927,-70.34230784976927
2015-12-29,2,-61.50504933144494,-123.01009866288987
2015-12-31,1,165.61973876350416,165.61973876350416
2016-01-01,2,-119.78934145877561,-239.57868291755122
2016-01-07,1,-235.4348855557692,-235.4348855557692
2016-01-08,2,-79.66877416174029,-159.33754832348058
2016-01-15,1,39.12170931191503,39.12170931191503
2016-01-18,1,158.36198544185632,158.36198544185632
2016-01-19,1,41.39674889832361,41.39674889832361
2016-01-21,1,-433.17700781880046,-433.17700781880046
2016-01-22,2,-227.830269644383,-455.660539288766
2016-01-25,1,-85.13291482904627,-85.13291482904627
2016-01-27,2,-54.57071213619569,-109.14142427239138
2016-01-28,1,-94.62840724664306,-94.62840724664306
2016-01-29,2,-53.47926853476787,-106.95853706953574
2016-02-01,1,182.1258586907143,182.1258586907143
2016-02-02,2,252.7159462271482,505.4318924542964
2016-02-04,1,-89.26832060282167,-89.26832060282167
2016-02-05,2,-71.94245799323383,-143.88491598646766
2016-02-08,1,-86.17946325817323,-86.17946325817323
2016-02-09,2,142.83804416168852,285.67608832337703
2016-02-10,1,-54.81182445033952,-54.81182445033952
2016-02-11,1,-121.83317802486472,-121.83317802486472
2016-02-12,2,-9.566659156306706,-19.13331831261341
2016-02-16,1,70.68533430984331,70.68533430984331
2016-02-18,1,135.76371583370948,135.76371583370948
2016-02-19,1,-124.42785520846256,-124.42785520846256
2016-02-22,2,-66.20737428617743,-132.41474857235485
2016-02-25,2,-62.680054146992234,-125.36010829398447
2016-02-26,2,-69.00636410488531,-138.01272820977061
2016-03-01,1,150.77190297478413,150.77190297478413
2016-03-02,1,-77.67241070821653,-77.67241070821653
2016-03-03,1,-89.63324981935706,-89.63324981935706
2016-03-04,2,-61.48331525501466,-122.96663051002932
2016-03-08,1,-77.92693090622717,-77.92693090622717
2016-03-09,1,-91.79727214951332,-91.79727214951332
2016-03-10,1,116.16512755939992,116.16512755939992
2016-03-11,1,64.54113735245403,64.54113735245403
2016-03-14,2,-72.36966209122531,-144.73932418245062
2016-03-15,2,-62.799988682039825,-125.59997736407965
2016-03-16,1,91.59883882121144,91.59883882121144
2016-03-18,1,80.96607459393812,80.96607459393812
2016-03-22,2,38.15245176453007,76.30490352906014
2016-03-23,2,-64.96093946243931,-129.92187892487863
2016-03-28,1,617.5439564796505,617.5439564796505
2016-03-29,2,-164.75879786424278,-329.51759572848556
2016-03-30,1,750.3104612676733,750.3104612676733
2016-03-31,2,-5.231321502074422,-10.462643004148845
2016-04-01,2,-87.06230748287713,-174.12461496575426
2016-04-05,1,27.85703071160222,27.85703071160222
2016-04-06,2,-57.63992156197133,-115.27984312394265
2016-04-07,1,173.89735031100963,173.89735031100963
2016-04-08,2,-60.52216353883675,-121.0443270776735
2016-04-11,1,-61.73706489498954,-61.73706489498954
2016-04-12,2,365.2326237918267,730.4652475836534
2016-04-13,1,141.7111570904184,141.7111570904184
2016-04-18,1,82.71105873347112,82.71105873347112
2016-04-20,1,259.36826645121704,259.36826645121704
2016-04-21,1,104.81638755469349,104.81638755469349
2016-04-22,2,-72.56044051910094,-145.12088103820187
2016-04-25,2,-85.38667246444723,-170.77334492889446
2016-04-26,2,320.9665773014033,641.9331546028066
2016-04-27,1,-92.7710654361839,-92.7710654361839
2016-04-29,2,103.2973115430549,206.5946230861098
2016-05-02,2,-224.386162106649,-448.772324213298
2016-05-04,2,-74.43394267002182,-148.86788534004364
2016-05-05,2,101.04860523652472,202.09721047304944
2016-05-06,2,-79.22904027844274,-158.45808055688548
2016-05-10,2,-160.62508289632086,-321.2501657926417
2016-05-11,1,317.5606670409531,317.5606670409531
2016-05-12,1,-60.67141383917928,-60.67141383917928
2016-05-16,2,-67.57021919480377,-135.14043838960754
2016-05-18,1,-253.82362457821745,-253.82362457821745
2016-05-19,2,13.08561557338544,26.17123114677088
2016-05-20,1,-70.26789022285561,-70.26789022285561
2016-05-23,2,64.52391656543242,129.04783313086483
2016-05-24,2,-71.76612664574873,-143.53225329149745
2016-05-25,1,-68.28340480964327,-68.28340480964327
2016-05-26,1,-80.92642405796028,-80.92642405796028
2016-05-27,2,-71.38289516853061,-142.76579033706122
2016-05-30,1,-65.15012754487536,-65.15012754487536
2016-05-31,2,-10.288013630826455,-20.57602726165291
2016-06-01,1,58.89846808533238,58.89846808533238
2016-06-03,1,80.33581018696623,80.33581018696623
2016-06-06,2,-59.92657106507829,-119.85314213015658
2016-06-08,2,-80.4718557624252,-160.9437115248504
2016-06-09,1,298.5486171259546,298.5486171259546
2016-06-10,2,84.40334990752825,168.8066998150565
2016-06-14,1,64.68917478471431,64.68917478471431
2016-06-16,2,-95.58397896109962,-191.16795792219924
2016-06-17,1,36.40304136279747,36.40304136279747
2016-06-20,1,-102.89120663230982,-102.89120663230982
2016-06-21,1,-53.468789233029405,-53.468789233029405
2016-06-22,2,-531.2339352646796,-1062.4678705293593
2016-06-23,2,-58.74708332610553,-117.49416665221106
2016-06-24,2,-88.07573159961512,-176.15146319923025
2016-06-27,1,77.65834379809583,77.65834379809583
2016-06-28,1,211.76871436209169,211.76871436209169
2016-06-29,1,443.6963441097952,443.6963441097952
2016-06-30,1,-57.781341738220675,-57.781341738220675
2016-07-01,2,-63.14682287966266,-126.29364575932532
2016-07-04,2,-82.2736429867629,-164.5472859735258
2016-07-07,1,182.52555237864408,182.52555237864408
2016-07-08,2,-420.65143509325094,-841.3028701865019
2016-07-11,1,132.83663723791983,132.83663723791983
2016-07-12,1,108.88963846725473,108.88963846725473
2016-07-13,2,-55.25941281570792,-110.51882563141584
2016-07-15,2,-124.14896314777477,-248.29792629554953
2016-07-18,1,-58.160584502557164,-58.160584502557164
2016-07-19,2,153.9015152596037,307.8030305192074
2016-07-20,1,-64.30873898395704,-64.30873898395704
2016-07-21,2,-58.339147067848685,-116.67829413569737
2016-07-22,2,-63.28250851777854,-126.56501703555708
2016-07-25,2,-65.94730424116557,-131.89460848233114
2016-07-26,1,-132.37042597687807,-132.37042597687807
2016-07-27,2,-91.20975739647628,-182.41951479295255
2016-07-28,2,-62.66448450173735,-125.3289690034747
2016-07-29,2,-141.67029826469224,-283.34059652938447
2016-08-02,1,-66.698065840515,-66.698065840515
2016-08-03,1,113.93766069927979,113.93766069927979
2016-08-04,2,261.5070221492229,523.0140442984458
2016-08-05,1,297.23298435490085,297.23298435490085
2016-08-11,2,261.42056956081035,522.8411391216207
2016-08-12,1,-75.46672727853321,-75.46672727853321
2016-08-16,2,-77.9420481428172,-155.8840962856344
2016-08-17,2,99.92752895681949,199.85505791363897
2016-08-18,1,-113.09510663739132,-113.09510663739132
2016-08-19,2,-102.06914715355555,-204.1382943071111
2016-08-22,1,69.00129880502027,69.00129880502027
2016-08-23,1,-69.47839008991713,-69.47839008991713
2016-08-25,1,-94.25135443729489,-94.25135443729489
2016-08-26,2,-69.47169002776957,-138.94338005553914
2016-08-29,1,-69.9260682042263,-69.9260682042263
2016-08-30,1,318.52646035248557,318.52646035248557
2016-08-31,1,-79.81536521049064,-79.81536521049064
2016-09-01,1,70.34298040521287,70.34298040521287
2016-09-02,2,-61.57507635751955,-123.1501527150391
2016-09-06,1,61.02170469307957,61.02170469307957
2016-09-07,1,-59.21340621980888,-59.21340621980888
2016-09-08,1,-146.2708786522586,-146.2708786522586
2016-09-09,1,171.6456802186663,171.6456802186663
2016-09-12,1,-54.389680515196005,-54.389680515196005
2016-09-14,2,-67.49924826317259,-134.99849652634518
2016-09-15,1,-59.937265212567176,-59.937265212567176
2016-09-16,1,-52.743209424880995,-52.743209424880995
2016-09-19,1,119.47034436976867,119.47034436976867
2016-09-20,1,197.11840917564717,197.11840917564717
2016-09-23,2,293.7936016152479,587.5872032304958
2016-09-27,1,-100.29157146919991,-100.29157146919991
2016-09-28,1,-220.47540600641375,-220.47540600641375
2016-09-29,2,-84.51251782990389,-169.02503565980777
2016-09-30,1,-53.14244519224589,-53.14244519224589
2016-10-03,1,125.8262071953502,125.8262071953502
2016-10-04,1,-59.02336441466994,-59.02336441466994
2016-10-05,1,-51.048702372074246,-51.048702372074246
2016-10-06,2,-51.57687625968239,-103.15375251936479
2016-10-07,1,205.59185705369077,205.59185705369077
2016-10-13,1,-64.19767368222293,-64.19767368222293
2016-10-14,2,-94.14397097482654,-188.2879419496531
2016-10-17,2,-59.259786696782385,-118.51957339356477
2016-10-19,2,-53.763300176293896,-107.52660035258779
2016-10-20,2,-87.85040641683837,-175.70081283367674
2016-10-21,2,-69.01785645654027,-138.03571291308054
2016-10-27,2,-69.52186367611921,-139.04372735223842
2016-10-28,2,-20.249297741107227,-40.498595482214455
2016-11-03,2,-73.32742687662488,-146.65485375324977
2016-11-04,1,50.94427126021002,50.94427126021002
2016-11-08,1,-82.73220619688567,-82.73220619688567
2016-11-09,1,-117.39470781283218,-117.39470781283218
2016-11-11,2,23.745468464535477,47.490936929070955
2016-11-15,1,-64.9224972445033,-64.9224972445033
2016-11-16,2,-34.159641050425286,-68.31928210085057
2016-11-17,2,-65.5381541677178,-131.0763083354356
2016-11-18,2,-20.955177332706253,-41.910354665412505
2016-11-21,1,525.1153467449361,525.1153467449361
2016-11-23,2,-62.30972301651855,-124.6194460330371
2016-11-24,2,-87.69409943522344,-175.38819887044687
2016-11-25,1,328.80468843926843,328.80468843926843
2016-11-28,2,129.60689272229948,259.21378544459895
2016-11-29,1,-55.91840585113841,-55.91840585113841
2016-11-30,1,70.57195134215627,70.57195134215627
2016-12-02,1,160.18230962048102,160.18230962048102
2016-12-05,2,-69.45230049451216,-138.90460098902432
2016-12-06,2,-64.36531611214355,-128.7306322242871
2016-12-07,2,143.6521242543185,287.304248508637
2016-12-08,1,341.03846804467935,341.03846804467935
2016-12-09,2,-52.318162261805256,-104.63632452361051
2016-12-15,2,79.98981310445882,159.97962620891764
2016-12-16,2,29.247762128410095,58.49552425682019
2016-12-20,1,-54.81182750052715,-54.81182750052715
2016-12-21,1,654.6106375972826,654.6106375972826
2016-12-22,1,-67.1331736072124,-67.1331736072124
2016-12-23,1,-88.27815113127737,-88.27815113127737
2016-12-26,1,-112.15904319455962,-112.15904319455962
2016-12-27,1,871.6669514427407,871.6669514427407
2016-12-29,1,777.3667814262147,777.3667814262147
2016-12-30,1,-112.90008508405515,-112.90008508405515
2017-01-02,1,83.98681595802746,83.98681595802746
2017-01-03,2,-70.95982659521428,-141.91965319042856
2017-01-04,1,-56.707650613035874,-56.707650613035874
2017-01-05,2,-8.960751071504447,-17.921502143008894
2017-01-06,1,51.4088490583566,51.4088490583566
2017-01-09,2,-128.0938740061251,-256.1877480122502
2017-01-10,1,-60.7000344008172,-60.7000344008172
2017-01-12,2,-51.783705886163965,-103.56741177232793
2017-01-13,2,-55.80224596162821,-111.60449192325642
2017-01-16,2,11.89989117075097,23.79978234150194
2017-01-17,2,-57.447493030077496,-114.89498606015499
2017-01-18,1,31.245133945443463,31.245133945443463
2017-01-19,2,-101.68453037631423,-203.36906075262846
2017-01-20,1,234.99993202012473,234.99993202012473
2017-01-25,1,-74.53386138568663,-74.53386138568663
2017-01-27,2,-77.99732658386054,-155.99465316772108
2017-01-31,1,100.54515840793799,100.54515840793799
2017-02-01,2,-80.81888726533009,-161.63777453066018
2017-02-02,1,73.24287863169991,73.24287863169991
2017-02-03,1,378.3196699335294,378.3196699335294
2017-02-08,1,185.7123375414631,185.7123375414631
2017-02-09,2,-19.46245323116997,-38.92490646233994
2017-02-10,2,-65.42676251632886,-130.85352503265773
2017-02-13,2,-85.16188760727425,-170.3237752145485
2017-02-14,2,-57.36833253857935,-114.7366650771587
2017-02-15,1,-75.01874698412543,-75.01874698412543
2017-02-16,2,-66.49247181582435,-132.9849436316487
2017-02-17,2,-67.9732977301359,-135.9465954602718
2017-02-20,2,-66.29291264310206,-132.5858252862041
2017-02-21,1,-75.85929307506302,-75.85929307506302
2017-02-22,2,-70.95352809908464,-141.90705619816927
2017-02-23,1,124.74282088546029,124.74282088546029
2017-02-27,2,42.58860562286131,85.17721124572262
2017-02-28,2,-204.70690931673036,-409.4138186334607
2017-03-01,1,-54.04715423603209,-54.04715423603209
2017-03-02,1,235.29138426066234,235.29138426066234
2017-03-03,1,-54.29032122228311,-54.29032122228311
2017-03-06,1,-56.08279227083437,-56.08279227083437
2017-03-07,1,199.73278733589663,199.73278733589663
2017-03-08,2,12.172576685032105,24.34515337006421
2017-03-09,1,-54.09726151056395,-54.09726151056395
2017-03-10,2,-23.535251470104292,-47.070502940208584
2017-03-14,1,-57.97273172838569,-57.97273172838569
2017-03-15,1,-62.03987358996482,-62.03987358996482
2017-03-16,2,22.81228945634929,45.62457891269858
2017-03-17,1,144.34168414418224,144.34168414418224
2017-03-20,2,-95.87616915605221,-191.75233831210443
2017-03-22,1,36.475444379116865,36.475444379116865
2017-03-23,1,-58.08289829758261,-58.08289829758261
2017-03-24,1,387.67509450529656,387.67509450529656
2017-03-27,1,-231.48995719862174,-231.48995719862174
2017-03-28,2,-54.629568051252114,-109.25913610250423
2017-03-29,1,76.01221691693057,76.01221691693057
2017-03-30,2,-66.810190304632,-133.620380609264
2017-03-31,2,-63.95668074908561,-127.91336149817123
2017-04-03,1,251.03845585047154,251.03845585047154
2017-04-05,2,-69.0304436608842,-138.0608873217684
2017-04-07,2,-55.843466074558876,-111.68693214911775
2017-04-10,1,-77.44654390888437,-77.44654390888437
2017-04-11,1,99.7942231203095,99.7942231203095
2017-04-13,2,-82.90662268040492,-165.81324536080984
2017-04-17,2,-52.33332101780998,-104.66664203561996
2017-04-19,2,-52.28613872922434,-104.57227745844868
2017-04-20,2,-64.75977740238666,-129.51955480477332
2017-04-21,1,1283.3297137339168,1283.3297137339168
2017-04-25,1,490.66140837365714,490.66140837365714
2017-04-26,1,90.87862605032996,90.87862605032996
2017-04-27,2,-59.83258937065702,-119.66517874131404
2017-04-28,2,-62.47750732166588,-124.95501464333177
2017-05-02,1,-55.42260702682444,-55.42260702682444
2017-05-03,2,-67.04997262132756,-134.0999452426551
2017-05-04,1,-54.291965141878165,-54.291965141878165
2017-05-05,1,-61.11908792229602,-61.11908792229602
2017-05-08,1,77.0212615696711,77.0212615696711
2017-05-09,1,-62.28337460059528,-62.28337460059528
2017-05-11,2,55.72206988219471,111.44413976438942
2017-05-12,2,-64.08588752781876,-128.1717750556375
2017-05-16,2,-56.22249030156462,-112.44498060312924
2017-05-17,1,287.1051019702663,287.1051019702663
2017-05-19,1,-55.10102759950259,-55.10102759950259
2017-05-22,1,192.69913808113367,192.69913808113367
2017-05-23,1,69.07181684500426,69.07181684500426
2017-05-24,1,72.77252959261158,72.77252959261158
2017-05-26,1,-70.64137563634888,-70.64137563634888
2017-05-29,2,-11.692259335506279,-23.384518671012557
2017-05-30,2,-58.131069941365524,-116.26213988273105
2017-05-31,1,-59.55246962192055,-59.55246962192055
2017-06-01,2,-72.84919150711423,-145.69838301422845
2017-06-02,2,-60.25547452801807,-120.51094905603614
2017-06-05,2,19.44302061194535,38.8860412238907
2017-06-06,2,-72.20886590196295,-144.4177318039259
2017-06-07,1,-75.86674601038568,-75.86674601038568
2017-06-08,2,-58.614346052401814,-117.22869210480363
2017-06-09,1,10.696878844490543,10.696878844490543
2017-06-12,1,72.2614686236873,72.2614686236873
2017-06-14,2,-150.7184620816988,-301.4369241633976
2017-06-15,2,13.966380631255952,27.932761262511903
2017-06-16,2,-153.4289311265118,-306.8578622530236
2017-06-23,2,209.42818872830608,418.85637745661217
2017-06-28,2,-61.7729643673567,-123.5459287347134
2017-06-29,2,-8.200018734281436,-16.40003746856287
2017-06-30,1,568.823925374923,568.823925374923
2017-07-04,1,40.333824789241696,40.333824789241696
2017-07-05,2,100.90311054065594,201.8062210813119
2017-07-06,1,162.20451452794356,162.20451452794356
2017-07-07,1,802.2050379965104,802.2050379965104
2017-07-11,2,-88.79632905753574,-177.5926581150715
2017-07-12,2,117.78317202622836,235.5663440524567
2017-07-13,1,79.30000579802773,79.30000579802773
2017-07-14,2,-59.006333131602005,-118.01266626320401
2017-07-18,1,-228.26161617392998,-228.26161617392998
2017-07-19,2,-2.0799647805207933,-4.1599295610415865
2017-07-20,1,59.40368159112364,59.40368159112364
2017-07-21,1,-94.28496479918233,-94.28496479918233
2017-07-24,1,-55.46901408624615,-55.46901408624615
2017-07-25,2,-81.06053756527683,-162.12107513055366
2017-07-26,1,516.3526387569534,516.3526387569534
2017-07-27,1,392.2658145088381,392.2658145088381
2017-07-28,2,-63.04144831972347,-126.08289663944694
2017-07-31,1,-60.23344575903837,-60.23344575903837
2017-08-01,1,-57.69465333970221,-57.69465333970221
2017-08-02,1,69.29811362562157,69.29811362562157
2017-08-03,1,62.20723082619093,62.20723082619093
2017-08-04,2,-65.8302103714392,-131.6604207428784
2017-08-07,2,141.28435354407193,282.56870708814387
2017-08-08,2,61.9164441647025,123.832888329405
2017-08-09,1,49.66808043713992,49.66808043713992
2017-08-10,1,93.51730928967542,93.51730928967542
2017-08-11,1,-65.17003308451255,-65.17003308451255
2017-08-14,2,-68.35392408706142,-136.70784817412283
2017-08-16,2,57.64393121170282,115.28786242340564
2017-08-17,2,-67.17363268489716,-134.34726536979431
2017-08-18,1,-57.89335031395899,-57.89335031395899
