time_slot,Monday,Tuesday,Wednesday,Thursday,Friday
14:40,14.413663967611335,14.460943775100427,15.310800000000109,14.71969999999996,15.551428571428554
14:45,14.937145748987845,15.079016064257063,15.405499999999982,15.156999999999996,15.77459183673468
14:50,13.803137651821826,14.583433734939725,14.213000000000031,14.541399999999907,14.841224489795868
14:55,14.111437246963549,14.615863453815283,13.956699999999953,15.265800000000088,14.706734693877532
15:00,21.59038461538457,21.482228915662603,21.81289999999997,23.528200000000048,24.212653061224493
15:05,14.3473684210526,15.263052208835372,14.4898,15.850499999999961,15.487142857142821
15:10,13.192004048582978,13.250301204819392,13.200499999999984,14.200700000000007,14.040918367346926
15:15,12.354969574036561,12.373795180722963,12.278800000000006,12.848900000000054,13.93204081632648
15:20,11.62890466531438,11.692670682730917,11.575999999999974,12.36189999999992,12.505408163265402
15:25,11.279352226720686,11.925702811244884,11.203499999999948,12.894999999999998,12.576224489795855
