EntryTime,Direction,EntryPrice,ExitTime,ExitPrice,PnL,Reason,CumPnL
2015-01-09 14:15:00,1,8242.1,2015-01-12 09:30:00,8262.85,20.75,Trailing,20.75
2015-01-12 09:40:00,-1,8271.1,2015-01-12 09:55:00,8285.9,-14.799999999999272,SL,5.950000000000728
2015-01-12 09:55:00,1,8285.9,2015-01-12 10:05:00,8274.05,-11.850000000000364,SL,-5.899999999999636
2015-01-12 10:05:00,-1,8274.05,2015-01-12 10:10:00,8284.1,-10.050000000001091,SL,-15.950000000000728
2015-01-14 15:00:00,1,8279.8,2015-01-15 09:40:00,8412.85,133.0500000000011,Trailing,117.10000000000036
2015-01-15 15:05:00,-1,8502.35,2015-01-19 09:30:00,8557.65,-55.29999999999927,SL,61.80000000000109
2015-01-19 09:35:00,1,8549.9,2015-01-19 12:15:00,8536.6,-13.299999999999272,SL,48.50000000000182
2015-01-19 14:30:00,-1,8556.95,2015-01-20 09:30:00,8589.0,-32.04999999999927,SL,16.450000000002547
2015-01-20 09:30:00,1,8589.0,2015-01-21 10:10:00,8715.75,126.75,Trailing,143.20000000000255
2015-01-21 14:45:00,1,8731.2,2015-01-22 10:55:00,8752.8,21.599999999998545,Trailing,164.8000000000011
2015-01-22 15:00:00,1,8752.3,2015-01-23 10:10:00,8843.7,91.40000000000146,Trailing,256.20000000000255
2015-01-23 10:20:00,-1,8820.35,2015-01-23 13:55:00,8834.4,-14.049999999999272,SL,242.15000000000327
2015-01-23 13:35:00,-1,8809.8,2015-01-23 13:50:00,8818.95,-9.150000000001455,SL,233.00000000000182
2015-01-23 14:40:00,-1,8822.4,2015-01-23 15:00:00,8846.85,-24.450000000000728,SL,208.5500000000011
2015-01-27 09:30:00,1,8846.55,2015-01-27 11:35:00,8836.85,-9.699999999998909,SL,198.85000000000218
2015-01-27 14:15:00,1,8859.7,2015-01-28 09:40:00,8889.95,30.25,Trailing,229.10000000000218
2015-01-28 09:40:00,-1,8889.95,2015-01-28 09:45:00,8901.7,-11.75,SL,217.35000000000218
