time_slot,Monday,Tuesday,Wednesday,Thursday,Friday
09:30,37.54858012170387,32.957630522088444,31.01626746506996,30.322699999999983,33.24765306122448
09:35,31.498076923076994,28.567871485943787,27.28692614770457,27.184999999999988,29.517382413087876
09:40,28.72287449392713,26.630722891566215,26.649800399201638,24.603599999999975,27.721165644171723
09:45,29.01811740890681,27.31676706827319,25.93962075848304,26.670800000000032,28.582755102040895
09:50,26.05030364372465,24.000602409638546,24.311177644710572,22.99989999999998,27.061938775510306
09:55,24.366396761133483,24.160542168674638,22.548802395209574,23.208800000000103,24.471224489795926
10:00,25.96538461538465,24.29377510040161,23.747904191616705,23.048900000000046,24.85428571428575
10:05,23.423380566801725,22.00692771084338,22.790518962075925,22.415299999999977,25.597244897959126
10:10,21.575607287449273,21.54809236947806,20.837099999999985,20.38810000000015,22.85755102040808
10:15,24.089068825910818,22.724096385542186,21.78,20.955899999999964,24.540306122449
10:20,20.676012145749063,20.69829317269082,21.615299999999998,20.06740000000003,25.606122448979562
10:25,19.827226720647854,20.915291750502977,19.413699999999952,19.766099999999984,21.36040816326535
10:30,19.766700404858444,20.347987927565388,20.244300000000003,20.036799999999975,23.503163265306
10:35,20.659412955465616,19.9287726358149,19.39880000000003,18.45399999999992,22.09673469387753
10:40,19.760222672064724,19.53423694779125,18.95270000000004,18.799300000000063,20.58571428571427
10:45,19.15131578947375,19.093273092369458,18.113500000000094,18.662699999999944,21.83336734693877
10:50,18.256275303643758,17.9878514056225,17.54459999999988,17.830000000000027,20.04632653061229
10:55,18.15111336032375,18.452911646586394,18.307000000000023,17.73559999999988,20.41755102040811
11:00,19.15465587044532,19.87811244979912,18.037000000000095,18.9352999999999,20.440612244897956
11:05,19.0864372469636,18.671126760563283,17.800199999999982,18.47310000000009,19.515204081632522
11:10,18.30141700404854,17.742253521126823,16.437800000000056,17.774600000000028,20.021938775510204
11:15,18.678441295546577,18.633199195171034,17.500300000000053,18.84829999999998,19.125306122449004
11:20,18.13461538461551,18.182293762575476,17.0778,16.563199999999867,18.46734693877554
11:25,17.447672064777215,16.762877263581462,18.07650000000006,16.17880000000002,19.208469387755077
11:30,17.85597165991901,18.044969818913426,19.17299999999994,18.35259999999999,19.148367346938777
11:35,17.52226720647761,17.605331991951786,17.05850000000004,17.329700000000013,18.760714285714307
11:40,16.445141700404967,17.779518072289218,16.74640000000004,16.816299999999888,17.359489795918318
11:45,17.1927125506074,17.99989959839357,17.606400000000093,17.55879999999995,17.705612244897967
11:50,17.57975708502022,16.07349397590344,16.188000000000002,16.737300000000033,17.468163265306245
11:55,16.830060728744915,17.663353413654683,16.85449999999997,16.68730000000006,18.038265306122284
12:00,17.310829959514137,17.842570281124345,17.776499999999825,17.833999999999918,18.50775510204078
12:05,17.059514170040554,18.389558232931737,16.629200000000026,17.457100000000114,17.425918367346984
12:10,17.39068825910924,16.787349397590358,16.979500000000037,17.37419999999996,17.31622448979595
12:15,18.27429149797566,18.42570281124488,17.980899999999856,18.395200000000013,18.73428571428566
12:20,17.341902834008227,18.79357429718875,17.41859999999986,16.762,17.22010204081628
12:25,17.000202429149766,17.250502008032147,15.778399999999918,17.501199999999972,17.717142857142814
12:30,19.98046558704454,20.415461847389633,19.57599999999996,19.014800000000005,20.872959183673427
12:35,17.648684210526227,19.089658634538193,16.760400000000097,17.93599999999989,20.026224489795915
12:40,16.76103238866393,19.328714859437746,16.991900000000008,17.56730000000008,18.84520408163267
12:45,18.643421052631616,19.599598393574208,18.261300000000105,18.27590000000001,19.34489795918364
12:50,17.823178137651833,18.751004016064357,18.044400000000124,17.74069999999991,18.391428571428527
12:55,18.21143724696354,18.445180722891532,18.48889999999997,18.211700000000086,18.73163265306139
13:00,18.973582995951553,21.328915662650672,19.63040000000002,20.35420000000015,20.975918367346942
13:05,17.654858299595126,19.33032128514058,19.086700000000057,19.044999999999984,20.46806122448983
13:10,18.558299595141634,19.78092369477912,18.66209999999999,19.012100000000032,20.128469387755125
13:15,19.40829959514182,20.82038152610441,20.431799999999974,19.7843,19.674897959183646
13:20,18.04482758620681,19.390060240963866,18.920900000000074,19.07969999999998,18.461020408163197
13:25,18.69119433198383,19.450502008032196,18.823100000000082,20.15719999999996,20.255204081632645
13:30,21.638056680161863,21.252108433734957,21.131400000000053,22.08770000000007,22.67826530612241
13:35,19.505263157894788,20.06305220883541,20.576799999999917,21.6625,22.464795918367333
13:40,18.79615384615383,19.544377510040157,21.006599999999978,20.17899999999991,21.269285714285765
13:45,20.344433198380653,20.62911646586343,20.465699999999977,21.187299999999958,21.725816326530623
13:50,19.230263157894804,21.131425702811285,20.735400000000105,21.077300000000005,22.503877551020405
13:55,20.00688259109314,21.356726907630396,20.175899999999842,21.10269999999999,21.223775510204234
14:00,21.736437246963487,22.92489959839365,22.68799999999999,24.166899999999988,24.548061224489793
14:05,20.72469635627523,21.422489959839222,21.74780000000007,21.011000000000045,23.648163265306177
14:10,20.957489878542553,21.267269076305205,22.591999999999963,23.544400000000017,22.924387755102043
14:15,21.799493927125486,22.83002008032124,23.356100000000033,22.377700000000093,23.962857142857192
14:20,22.172672064777252,22.571285140562278,21.421899999999994,22.478700000000078,24.10693877551015
14:25,21.30718623481777,21.686546184738923,21.167600000000014,23.006100000000085,23.84132653061232
14:30,25.780769230769078,24.872991967871442,25.36469999999997,25.6237999999999,26.37918367346935
14:35,21.919129554655804,22.69839357429713,22.970499999999955,22.139799999999973,23.696428571428555
14:40,22.078238866396735,21.723594377510114,24.117300000000135,22.56129999999993,23.589591836734673
